NumFloors,YearBuilt,,Year,Median
3,1927,,,
3,1927,,,
3,1927,,,
3,1927,,,
3,1927,,,
3,1927,,,
3,1927,,,
3,1927,,,
3,1927,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1928,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1929,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1930,,,
3,1931,,,
3,1931,,,
3,1931,,,
3,1931,,,
3,1931,,,
3,1931,,,
3,1932,,,
3,1932,,,
3,1932,,,
3,1932,,,
3,1932,,,
3,1932,,,
3,1932,,,
3,1932,,,
3,1932,,,
3,1933,,,
3,1933,,,
3,1934,,,
3,1934,,,
3,1935,,,
3,1935,,,
3,1935,,,
3,1936,,,
3,1936,,,
3,1936,,,
3,1936,,,
3,1936,,,
3,1937,,,
3,1937,,,
3,1937,,,
3,1937,,,
3,1937,,,
3,1938,,,
3,1938,,,
3,1938,,,
3,1938,,,
3,1938,,,
3,1939,,,
3,1939,,,
3,1939,,,
3,1939,,,
3,1939,,,
3,1939,,,
3,1939,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1940,,,
3,1941,,,
3,1941,,,
3,1942,,,
3,1945,,,
3,1945,,,
3,1945,,,
3,1945,,,
3,1945,,,
3,1945,,,
3,1946,,,
3,1946,,,
3,1946,,,
3,1946,,,
3,1946,,,
3,1946,,,
3,1947,,,
3,1947,,,
3,1947,,,
3,1947,,,
3,1948,,,
3,1948,,,
3,1948,,,
3,1948,,,
3,1948,,,
3,1948,,,
3,1949,,,
3,1949,,,
3,1949,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1950,,,
3,1951,,,
3,1951,,,
3,1951,,,
3,1952,,,
3,1952,,,
3,1952,,,
3,1952,,,
3,1952,,,
3,1953,,,
3,1953,,,
3,1953,,,
3,1953,,,
3,1953,,,
3,1953,,,
3,1954,,,
3,1954,,,
3,1955,,,
3,1955,,,
3,1956,,,
3,1956,,,
3,1956,,,
3,1956,,,
3,1957,,,
3,1957,,,
3,1957,,,
3,1957,,,
3,1957,,,
3,1957,,,
3,1957,,,
3,1957,,,
3,1957,,,
3,1958,,,
3,1958,,,
3,1958,,,
3,1958,,,
3,1958,,,
3,1958,,,
3,1958,,,
3,1958,,,
3,1958,,,
3,1959,,,
3,1959,,,
3,1959,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1960,,,
3,1961,,,
3,1961,,,
3,1961,,,
3,1962,,,
3,1962,,,
3,1962,,,
3,1963,,,
3,1963,,,
3,1963,,,
3,1963,,,
3,1963,,,
3,1963,,,
3,1964,,,
3,1964,,,
3,1964,,,
3,1964,,,
3,1965,,,
3,1965,,,
3,1965,,,
3,1965,,,
3,1965,,,
3,1965,,,
3,1965,,,
3,1965,,,
3,1965,,,
3,1965,,,
3,1966,,,
3,1966,,,
3,1966,,,
3,1966,,,
3,1966,,,
3,1966,,,
3,1966,,,
3,1966,,,
3,1966,,,
3,1967,,,
3,1967,,,
3,1967,,,
3,1968,,,
3,1968,,,
3,1968,,,
3,1968,,,
3,1968,,,
3,1969,,,
3,1969,,,
3,1969,,,
3,1969,,,
3,1970,,,
3,1970,,,
3,1972,,,
3,1972,,,
3,1973,,,
3,1973,,,
3,1974,,,
3,1974,,,
3,1975,,,
3,1975,,,
3,1975,,,
3,1976,,,
3,1977,,,
3,1979,,,
3,1980,,,
3,1980,,,
3,1980,,,
3,1980,,,
3,1981,,,
3,1983,,,
3,1983,,,
3,1985,,,
3,1985,,,
3,1985,,,
3,1986,,,
3,1986,,,
3,1986,,,
3,1986,,,
3,1987,,,
3,1987,,,
3,1988,,,
3,1988,,,
3,1988,,,
3,1988,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1989,,,
3,1990,,,
3,1990,,,
3,1991,,,
3,1991,,,
3,1991,,,
3,1991,,,
3,1992,,,
3,1993,,,
3,1994,,,
3,1995,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1996,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1997,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1998,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,1999,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2000,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2001,,,
3,2002,,,
3,2002,,,
3,2002,,,
3,2002,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2003,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2004,,,
3,2005,,,
3,2005,,,
3,2006,,,
3,2006,,,
3,2007,,,
3,2008,,,
3,2009,,,
3,2009,,,
3,2010,,,
3,2010,,,
3,2011,,,
3,2011,,,
3,2012,,,
3,2012,,,
3,2012,,,
3,2013,,,
3,2014,,,
3,2016,,,
3,2016,,,
3,2016,,,
3.32,1900,,,
3.33,1900,,,
3.33,1900,,,
3.5,1838,,,
3.5,1855,,,
3.5,1880,,,
3.5,1880,,,
3.5,1890,,,
3.5,1890,,,
3.5,1899,,,
3.5,1899,,,
3.5,1899,,,
3.5,1899,,,
3.5,1899,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1900,,,
3.5,1901,,,
3.5,1901,,,
3.5,1901,,,
3.5,1901,,,
3.5,1901,,,
3.5,1905,,,
3.5,1905,,,
3.5,1905,,,
3.5,1905,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1910,,,
3.5,1912,,,
3.5,1912,,,
3.5,1913,,,
3.5,1915,,,
3.5,1915,,,
3.5,1915,,,
3.5,1915,,,
3.5,1916,,,
3.5,1916,,,
3.5,1917,,,
3.5,1917,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1920,,,
3.5,1925,,,
3.5,1925,,,
3.5,1925,,,
3.5,1925,,,
3.5,1925,,,
3.5,1925,,,
3.5,1925,,,
3.5,1925,,,
3.5,1926,,,
3.5,1926,,,
3.5,1926,,,
3.5,1927,,,
3.5,1930,,,
3.5,1930,,,
3.5,1930,,,
3.5,1938,,,
3.5,1938,,,
3.5,1938,,,
3.5,1940,,,
3.5,1940,,,
3.5,1941,,,
3.5,1946,,,
3.5,1990,,,
3.5,1995,,,
3.75,1899,,,
3.75,1899,,,
3.75,1900,,,
3.75,1901,,,
3.75,1910,,,
3.75,1925,,,
3.75,1925,,,
4,1798,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1800,,,
4,1802,,,
4,1824,,,
4,1830,,,
4,1830,,,
4,1830,,,
4,1834,,,
4,1836,,,
4,1840,,,
4,1841,,,
4,1843,,,
4,1850,,,
4,1850,,,
4,1850,,,
4,1850,,,
4,1850,,,
4,1850,,,
4,1851,,,
4,1852,,,
4,1852,,,
4,1855,,,
4,1860,,,
4,1860,,,
4,1860,,,
4,1860,,,
4,1865,,,
4,1865,,,
4,1866,,,
4,1869,,,
4,1869,,,
4,1869,,,
4,1870,,,
4,1870,,,
4,1873,,,
4,1875,,,
4,1875,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1880,,,
4,1885,,,
4,1886,,,
4,1887,,,
4,1887,,,
4,1889,,,
4,1889,,,
4,1889,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1890,,,
4,1891,,,
4,1891,,,
4,1891,,,
4,1892,,,
4,1893,,,
4,1894,,,
4,1894,,,
4,1894,,,
4,1894,,,
4,1895,,,
4,1895,,,
4,1895,,,
4,1895,,,
4,1895,,,
4,1896,,,
4,1896,,,
4,1896,,,
4,1896,,,
4,1896,,,
4,1896,,,
4,1897,,,
4,1897,,,
4,1897,,,
4,1898,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1899,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
4,1900,,,
